"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 22 06:16:22 GMT 2025","Wed Oct 22 06:16:22 GMT 2025","335","","tests.api.iteration1.CreateAccountTest","","tests.api.iteration1.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"failed","Wed Oct 22 06:16:29 GMT 2025","Wed Oct 22 06:16:31 GMT 2025","2258","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositInvalidAmount","errorWhenDepositInvalidAmount()",""
"passed","Wed Oct 22 06:16:21 GMT 2025","Wed Oct 22 06:16:22 GMT 2025","610","","tests.api.iteration2.positive.DepositTest","","tests.api.iteration2.positive.DepositTest","authUserCanDepositMoneyWithValidAmount","authUserCanDepositMoneyWithValidAmount()",""
"skipped","Wed Oct 22 06:16:56 GMT 2025","Wed Oct 22 06:16:56 GMT 2025","0","","tests.ui.iteration1.CreateAccountUiTest","","tests.ui.iteration1.CreateAccountUiTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Wed Oct 22 06:16:44 GMT 2025","Wed Oct 22 06:16:48 GMT 2025","4005","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferMaxAmount","transferMaxAmount()",""
"failed","Wed Oct 22 06:16:36 GMT 2025","Wed Oct 22 06:16:38 GMT 2025","1961","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenAccountNotSelected","errorWhenAccountNotSelected()",""
"passed","Wed Oct 22 06:16:12 GMT 2025","Wed Oct 22 06:16:13 GMT 2025","629","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotMakeNegativeDeposit","userCannotMakeNegativeDeposit()",""
"passed","Wed Oct 22 06:16:06 GMT 2025","Wed Oct 22 06:16:07 GMT 2025","1321","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","transferFromOtherAccountShouldBeForbidden","transferFromOtherAccountShouldBeForbidden()",""
"passed","Wed Oct 22 06:16:22 GMT 2025","Wed Oct 22 06:16:22 GMT 2025","261","","tests.api.iteration1.LoginUserTest","","tests.api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
"passed","Wed Oct 22 06:17:01 GMT 2025","Wed Oct 22 06:17:03 GMT 2025","1456","","tests.ui.iteration1.LoginUserUiTest","","tests.ui.iteration1.LoginUserUiTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 22 06:16:23 GMT 2025","Wed Oct 22 06:16:23 GMT 2025","109","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [1] , Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters, Username cannot be blank]",""
"passed","Wed Oct 22 06:16:19 GMT 2025","Wed Oct 22 06:16:20 GMT 2025","1106","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [3] 10000.00",""
"passed","Wed Oct 22 06:16:04 GMT 2025","Wed Oct 22 06:16:05 GMT 2025","848","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","authUserCanNotTransferMoneyToNotExistingAccount","authUserCanNotTransferMoneyToNotExistingAccount()",""
"passed","Wed Oct 22 06:16:56 GMT 2025","Wed Oct 22 06:16:59 GMT 2025","3058","","tests.ui.iteration1.CreateUserUiTest","","tests.ui.iteration1.CreateUserUiTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Wed Oct 22 06:17:03 GMT 2025","Wed Oct 22 06:17:04 GMT 2025","1283","","tests.ui.iteration1.LoginUserUiTest","","tests.ui.iteration1.LoginUserUiTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 22 06:16:22 GMT 2025","Wed Oct 22 06:16:23 GMT 2025","164","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Wed Oct 22 06:16:21 GMT 2025","Wed Oct 22 06:16:21 GMT 2025","435","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [3] I P",""
"passed","Wed Oct 22 06:16:22 GMT 2025","Wed Oct 22 06:16:22 GMT 2025","94","","tests.api.iteration1.LoginUserTest","","tests.api.iteration1.LoginUserTest","adminCanGenerateAuthToken","adminCanGenerateAuthToken()",""
"passed","Wed Oct 22 06:16:20 GMT 2025","Wed Oct 22 06:16:21 GMT 2025","445","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [2] John Doe",""
"failed","Wed Oct 22 06:16:31 GMT 2025","Wed Oct 22 06:16:33 GMT 2025","2152","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenAmountFieldIsEmpty","errorWhenAmountFieldIsEmpty()",""
"passed","Wed Oct 22 06:15:55 GMT 2025","Wed Oct 22 06:16:04 GMT 2025","8435","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","authUserCanNotTransferMoneyToOwnAccountNegativeAmount","authUserCanNotTransferMoneyToOwnAccountNegativeAmount()",""
"passed","Wed Oct 22 06:16:13 GMT 2025","Wed Oct 22 06:16:14 GMT 2025","1275","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [1] 100.00",""
"passed","Wed Oct 22 06:16:17 GMT 2025","Wed Oct 22 06:16:18 GMT 2025","832","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [1] 100.00",""
"passed","Wed Oct 22 06:16:11 GMT 2025","Wed Oct 22 06:16:12 GMT 2025","993","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotDepositToAnotherUserAccount","userCannotDepositToAnotherUserAccount()",""
"passed","Wed Oct 22 06:16:48 GMT 2025","Wed Oct 22 06:16:52 GMT 2025","4105","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferBetweenDifferentAccounts","transferBetweenDifferentAccounts()",""
"passed","Wed Oct 22 06:16:23 GMT 2025","Wed Oct 22 06:16:26 GMT 2025","3188","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositNegativeAmount","errorWhenDepositNegativeAmount()",""
"passed","Wed Oct 22 06:16:52 GMT 2025","Wed Oct 22 06:16:56 GMT 2025","3746","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferWithRecipientName","transferWithRecipientName()",""
"passed","Wed Oct 22 06:16:08 GMT 2025","Wed Oct 22 06:16:09 GMT 2025","588","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [2] ab, name, Username must be between 3 and 15 characters",""
"passed","Wed Oct 22 06:16:18 GMT 2025","Wed Oct 22 06:16:19 GMT 2025","809","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [2] 1.00",""
"passed","Wed Oct 22 06:16:59 GMT 2025","Wed Oct 22 06:17:01 GMT 2025","2752","","tests.ui.iteration1.CreateUserUiTest","","tests.ui.iteration1.CreateUserUiTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Wed Oct 22 06:16:20 GMT 2025","Wed Oct 22 06:16:20 GMT 2025","486","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [1] Ivan Pavlov",""
"passed","Wed Oct 22 06:16:12 GMT 2025","Wed Oct 22 06:16:12 GMT 2025","635","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotMakeZeroDeposit","userCannotMakeZeroDeposit()",""
"passed","Wed Oct 22 06:16:26 GMT 2025","Wed Oct 22 06:16:29 GMT 2025","2808","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","depositToSpecificAccountOtherAccountUnaffected","depositToSpecificAccountOtherAccountUnaffected()",""
"passed","Wed Oct 22 06:16:23 GMT 2025","Wed Oct 22 06:16:23 GMT 2025","96","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [3] abc%, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]",""
"passed","Wed Oct 22 06:16:23 GMT 2025","Wed Oct 22 06:16:23 GMT 2025","97","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Wed Oct 22 06:16:38 GMT 2025","Wed Oct 22 06:16:40 GMT 2025","2229","","tests.ui.iteration2.positive.DepositUiTest","","tests.ui.iteration2.positive.DepositUiTest","depositValidAmount","depositValidAmount()",""
