"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 22 07:09:37 GMT 2025","Wed Oct 22 07:09:38 GMT 2025","1528","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [3] 10000.00",""
"passed","Wed Oct 22 07:09:27 GMT 2025","Wed Oct 22 07:09:29 GMT 2025","1354","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","transferFromOtherAccountShouldBeForbidden","transferFromOtherAccountShouldBeForbidden()",""
"passed","Wed Oct 22 07:10:23 GMT 2025","Wed Oct 22 07:10:25 GMT 2025","1500","","tests.ui.iteration1.LoginUserUiTest","","tests.ui.iteration1.LoginUserUiTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 22 07:09:50 GMT 2025","Wed Oct 22 07:09:53 GMT 2025","2277","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositInvalidAmount","errorWhenDepositInvalidAmount()",""
"passed","Wed Oct 22 07:09:44 GMT 2025","Wed Oct 22 07:09:44 GMT 2025","96","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [3] abc%, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]",""
"passed","Wed Oct 22 07:09:39 GMT 2025","Wed Oct 22 07:09:40 GMT 2025","810","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [2] 1.00",""
"passed","Wed Oct 22 07:10:01 GMT 2025","Wed Oct 22 07:10:05 GMT 2025","3802","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferValidAmount","transferValidAmount()",""
"passed","Wed Oct 22 07:09:40 GMT 2025","Wed Oct 22 07:09:41 GMT 2025","1074","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [3] 10000.00",""
"passed","Wed Oct 22 07:09:43 GMT 2025","Wed Oct 22 07:09:44 GMT 2025","339","","tests.api.iteration1.CreateAccountTest","","tests.api.iteration1.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Wed Oct 22 07:09:34 GMT 2025","Wed Oct 22 07:09:34 GMT 2025","625","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotMakeNegativeDeposit","userCannotMakeNegativeDeposit()",""
"passed","Wed Oct 22 07:09:31 GMT 2025","Wed Oct 22 07:09:31 GMT 2025","570","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [4] user!@#, name, Invalid characters in username",""
"passed","Wed Oct 22 07:09:29 GMT 2025","Wed Oct 22 07:09:30 GMT 2025","938","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [1]    , name, Username cannot be blank",""
"passed","Wed Oct 22 07:09:44 GMT 2025","Wed Oct 22 07:09:44 GMT 2025","163","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Wed Oct 22 07:09:33 GMT 2025","Wed Oct 22 07:09:34 GMT 2025","633","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotMakeZeroDeposit","userCannotMakeZeroDeposit()",""
"passed","Wed Oct 22 07:09:30 GMT 2025","Wed Oct 22 07:09:30 GMT 2025","565","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [2] ab, name, Username must be between 3 and 15 characters",""
"passed","Wed Oct 22 07:09:44 GMT 2025","Wed Oct 22 07:09:44 GMT 2025","111","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [1] , Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters, Username cannot be blank]",""
"passed","Wed Oct 22 07:10:20 GMT 2025","Wed Oct 22 07:10:23 GMT 2025","2866","","tests.ui.iteration1.CreateUserUiTest","","tests.ui.iteration1.CreateUserUiTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Wed Oct 22 07:10:13 GMT 2025","Wed Oct 22 07:10:17 GMT 2025","3870","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferWithRecipientName","transferWithRecipientName()",""
"passed","Wed Oct 22 07:10:05 GMT 2025","Wed Oct 22 07:10:09 GMT 2025","3782","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferMaxAmount","transferMaxAmount()",""
"passed","Wed Oct 22 07:09:59 GMT 2025","Wed Oct 22 07:10:01 GMT 2025","2210","","tests.ui.iteration2.positive.DepositUiTest","","tests.ui.iteration2.positive.DepositUiTest","depositValidAmount","depositValidAmount()",""
"passed","Wed Oct 22 07:09:48 GMT 2025","Wed Oct 22 07:09:50 GMT 2025","2858","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","depositToSpecificAccountOtherAccountUnaffected","depositToSpecificAccountOtherAccountUnaffected()",""
"passed","Wed Oct 22 07:09:44 GMT 2025","Wed Oct 22 07:09:48 GMT 2025","3253","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositNegativeAmount","errorWhenDepositNegativeAmount()",""
"passed","Wed Oct 22 07:09:53 GMT 2025","Wed Oct 22 07:09:55 GMT 2025","2246","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenAmountFieldIsEmpty","errorWhenAmountFieldIsEmpty()",""
"passed","Wed Oct 22 07:09:26 GMT 2025","Wed Oct 22 07:09:27 GMT 2025","895","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","authUserCanNotTransferMoneyToOwnAccountMoreThatAccountHas","authUserCanNotTransferMoneyToOwnAccountMoreThatAccountHas()",""
"passed","Wed Oct 22 07:09:41 GMT 2025","Wed Oct 22 07:09:42 GMT 2025","481","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [2] John Doe",""
"passed","Wed Oct 22 07:09:44 GMT 2025","Wed Oct 22 07:09:44 GMT 2025","98","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Wed Oct 22 07:10:25 GMT 2025","Wed Oct 22 07:10:26 GMT 2025","1277","","tests.ui.iteration1.LoginUserUiTest","","tests.ui.iteration1.LoginUserUiTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 22 07:09:31 GMT 2025","Wed Oct 22 07:09:32 GMT 2025","653","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotDepositToNotExistingUserAccountId","userCannotDepositToNotExistingUserAccountId()",""
"passed","Wed Oct 22 07:09:34 GMT 2025","Wed Oct 22 07:09:35 GMT 2025","1273","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [1] 100.00",""
