"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 22 06:49:58 GMT 2025","Wed Oct 22 06:49:59 GMT 2025","980","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotDepositToAnotherUserAccount","userCannotDepositToAnotherUserAccount()",""
"passed","Wed Oct 22 06:49:55 GMT 2025","Wed Oct 22 06:49:56 GMT 2025","982","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [1]    , name, Username cannot be blank",""
"passed","Wed Oct 22 06:50:48 GMT 2025","Wed Oct 22 06:50:50 GMT 2025","1436","","tests.ui.iteration1.LoginUserUiTest","","tests.ui.iteration1.LoginUserUiTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 22 06:50:21 GMT 2025","Wed Oct 22 06:50:23 GMT 2025","2218","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositZeroAmount","errorWhenDepositZeroAmount()",""
"passed","Wed Oct 22 06:50:02 GMT 2025","Wed Oct 22 06:50:03 GMT 2025","1241","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [2] 1.00",""
"passed","Wed Oct 22 06:49:53 GMT 2025","Wed Oct 22 06:49:55 GMT 2025","1354","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","transferFromOtherAccountShouldBeForbidden","transferFromOtherAccountShouldBeForbidden()",""
"passed","Wed Oct 22 06:50:04 GMT 2025","Wed Oct 22 06:50:05 GMT 2025","837","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [1] 100.00",""
"passed","Wed Oct 22 06:50:10 GMT 2025","Wed Oct 22 06:50:10 GMT 2025","99","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [3] abc%, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]",""
"passed","Wed Oct 22 06:50:10 GMT 2025","Wed Oct 22 06:50:10 GMT 2025","163","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Wed Oct 22 06:50:06 GMT 2025","Wed Oct 22 06:50:07 GMT 2025","1045","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [3] 10000.00",""
"passed","Wed Oct 22 06:50:08 GMT 2025","Wed Oct 22 06:50:09 GMT 2025","616","","tests.api.iteration2.positive.DepositTest","","tests.api.iteration2.positive.DepositTest","authUserCanDepositMoneyWithValidAmount","authUserCanDepositMoneyWithValidAmount()",""
"passed","Wed Oct 22 06:50:25 GMT 2025","Wed Oct 22 06:50:27 GMT 2025","2186","","tests.ui.iteration2.positive.DepositUiTest","","tests.ui.iteration2.positive.DepositUiTest","depositValidAmount","depositValidAmount()",""
"passed","Wed Oct 22 06:50:09 GMT 2025","Wed Oct 22 06:50:09 GMT 2025","91","","tests.api.iteration1.LoginUserTest","","tests.api.iteration1.LoginUserTest","adminCanGenerateAuthToken","adminCanGenerateAuthToken()",""
"passed","Wed Oct 22 06:50:16 GMT 2025","Wed Oct 22 06:50:19 GMT 2025","2212","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositInvalidAmount","errorWhenDepositInvalidAmount()",""
"passed","Wed Oct 22 06:50:10 GMT 2025","Wed Oct 22 06:50:10 GMT 2025","96","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Wed Oct 22 06:49:57 GMT 2025","Wed Oct 22 06:49:58 GMT 2025","640","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotDepositToNotExistingUserAccountId","userCannotDepositToNotExistingUserAccountId()",""
"passed","Wed Oct 22 06:50:08 GMT 2025","Wed Oct 22 06:50:08 GMT 2025","432","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [3] I P",""
"passed","Wed Oct 22 06:50:05 GMT 2025","Wed Oct 22 06:50:06 GMT 2025","800","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [2] 1.00",""
"skipped","Wed Oct 22 06:50:43 GMT 2025","Wed Oct 22 06:50:43 GMT 2025","0","","tests.ui.iteration1.CreateAccountUiTest","","tests.ui.iteration1.CreateAccountUiTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Wed Oct 22 06:50:23 GMT 2025","Wed Oct 22 06:50:25 GMT 2025","2010","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenAccountNotSelected","errorWhenAccountNotSelected()",""
"passed","Wed Oct 22 06:50:03 GMT 2025","Wed Oct 22 06:50:04 GMT 2025","1522","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [3] 10000.00",""
"passed","Wed Oct 22 06:50:13 GMT 2025","Wed Oct 22 06:50:16 GMT 2025","2793","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","depositToSpecificAccountOtherAccountUnaffected","depositToSpecificAccountOtherAccountUnaffected()",""
"passed","Wed Oct 22 06:49:56 GMT 2025","Wed Oct 22 06:49:57 GMT 2025","572","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [3] thisusernameiswaytoolong, name, Username must be between 3 and 15 characters",""
"passed","Wed Oct 22 06:50:35 GMT 2025","Wed Oct 22 06:50:39 GMT 2025","4113","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferBetweenDifferentAccounts","transferBetweenDifferentAccounts()",""
"passed","Wed Oct 22 06:50:39 GMT 2025","Wed Oct 22 06:50:43 GMT 2025","3815","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferWithRecipientName","transferWithRecipientName()",""
"passed","Wed Oct 22 06:50:09 GMT 2025","Wed Oct 22 06:50:10 GMT 2025","335","","tests.api.iteration1.CreateAccountTest","","tests.api.iteration1.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Wed Oct 22 06:49:44 GMT 2025","Wed Oct 22 06:49:51 GMT 2025","7386","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","authUserCanNotTransferMoneyToOwnAccountNegativeAmount","authUserCanNotTransferMoneyToOwnAccountNegativeAmount()",""
"passed","Wed Oct 22 06:50:31 GMT 2025","Wed Oct 22 06:50:35 GMT 2025","3715","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferMaxAmount","transferMaxAmount()",""
"passed","Wed Oct 22 06:50:10 GMT 2025","Wed Oct 22 06:50:10 GMT 2025","106","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [1] , Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters, Username cannot be blank]",""
"passed","Wed Oct 22 06:50:09 GMT 2025","Wed Oct 22 06:50:09 GMT 2025","259","","tests.api.iteration1.LoginUserTest","","tests.api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
