"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 22 07:19:57 GMT 2025","Wed Oct 22 07:19:58 GMT 2025","835","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [1] 100.00",""
"passed","Wed Oct 22 07:19:53 GMT 2025","Wed Oct 22 07:19:54 GMT 2025","1279","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [1] 100.00",""
"passed","Wed Oct 22 07:20:39 GMT 2025","Wed Oct 22 07:20:42 GMT 2025","2809","","tests.ui.iteration1.CreateUserUiTest","","tests.ui.iteration1.CreateUserUiTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Wed Oct 22 07:20:24 GMT 2025","Wed Oct 22 07:20:28 GMT 2025","3733","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferMaxAmount","transferMaxAmount()",""
"passed","Wed Oct 22 07:19:36 GMT 2025","Wed Oct 22 07:19:44 GMT 2025","7668","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","authUserCanNotTransferMoneyToOwnAccountNegativeAmount","authUserCanNotTransferMoneyToOwnAccountNegativeAmount()",""
"passed","Wed Oct 22 07:20:03 GMT 2025","Wed Oct 22 07:20:03 GMT 2025","164","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Wed Oct 22 07:20:32 GMT 2025","Wed Oct 22 07:20:36 GMT 2025","3860","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferWithRecipientName","transferWithRecipientName()",""
"passed","Wed Oct 22 07:19:47 GMT 2025","Wed Oct 22 07:19:48 GMT 2025","1062","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [1]    , name, Username cannot be blank",""
"skipped","Wed Oct 22 07:20:36 GMT 2025","Wed Oct 22 07:20:36 GMT 2025","0","","tests.ui.iteration1.CreateAccountUiTest","","tests.ui.iteration1.CreateAccountUiTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Wed Oct 22 07:20:02 GMT 2025","Wed Oct 22 07:20:02 GMT 2025","95","","tests.api.iteration1.LoginUserTest","","tests.api.iteration1.LoginUserTest","adminCanGenerateAuthToken","adminCanGenerateAuthToken()",""
"passed","Wed Oct 22 07:19:51 GMT 2025","Wed Oct 22 07:19:52 GMT 2025","1003","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotDepositToAnotherUserAccount","userCannotDepositToAnotherUserAccount()",""
"passed","Wed Oct 22 07:20:01 GMT 2025","Wed Oct 22 07:20:01 GMT 2025","432","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [3] I P",""
"passed","Wed Oct 22 07:20:36 GMT 2025","Wed Oct 22 07:20:39 GMT 2025","3134","","tests.ui.iteration1.CreateUserUiTest","","tests.ui.iteration1.CreateUserUiTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Wed Oct 22 07:20:03 GMT 2025","Wed Oct 22 07:20:03 GMT 2025","101","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Wed Oct 22 07:19:46 GMT 2025","Wed Oct 22 07:19:47 GMT 2025","1395","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","transferFromOtherAccountShouldBeForbidden","transferFromOtherAccountShouldBeForbidden()",""
"passed","Wed Oct 22 07:19:48 GMT 2025","Wed Oct 22 07:19:49 GMT 2025","564","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [2] ab, name, Username must be between 3 and 15 characters",""
"passed","Wed Oct 22 07:19:56 GMT 2025","Wed Oct 22 07:19:57 GMT 2025","1556","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [3] 10000.00",""
"passed","Wed Oct 22 07:19:58 GMT 2025","Wed Oct 22 07:19:59 GMT 2025","806","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherOwnAccount","Авторизованный пользователь может переводить деньги между своими счетами [2] 1.00",""
"passed","Wed Oct 22 07:20:44 GMT 2025","Wed Oct 22 07:20:45 GMT 2025","1293","","tests.ui.iteration1.LoginUserUiTest","","tests.ui.iteration1.LoginUserUiTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 22 07:19:44 GMT 2025","Wed Oct 22 07:19:45 GMT 2025","854","","tests.api.iteration2.negative.TransferNegativeTest","","tests.api.iteration2.negative.TransferNegativeTest","authUserCanNotTransferMoneyToNotExistingAccount","authUserCanNotTransferMoneyToNotExistingAccount()",""
"passed","Wed Oct 22 07:20:12 GMT 2025","Wed Oct 22 07:20:14 GMT 2025","2212","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenAmountFieldIsEmpty","errorWhenAmountFieldIsEmpty()",""
"passed","Wed Oct 22 07:19:50 GMT 2025","Wed Oct 22 07:19:51 GMT 2025","658","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotDepositToNotExistingUserAccountId","userCannotDepositToNotExistingUserAccountId()",""
"passed","Wed Oct 22 07:20:00 GMT 2025","Wed Oct 22 07:20:01 GMT 2025","455","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [2] John Doe",""
"passed","Wed Oct 22 07:20:07 GMT 2025","Wed Oct 22 07:20:09 GMT 2025","2857","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","depositToSpecificAccountOtherAccountUnaffected","depositToSpecificAccountOtherAccountUnaffected()",""
"passed","Wed Oct 22 07:20:21 GMT 2025","Wed Oct 22 07:20:24 GMT 2025","3797","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferValidAmount","transferValidAmount()",""
"passed","Wed Oct 22 07:20:01 GMT 2025","Wed Oct 22 07:20:02 GMT 2025","628","","tests.api.iteration2.positive.DepositTest","","tests.api.iteration2.positive.DepositTest","authUserCanDepositMoneyWithValidAmount","authUserCanDepositMoneyWithValidAmount()",""
"passed","Wed Oct 22 07:20:14 GMT 2025","Wed Oct 22 07:20:16 GMT 2025","2287","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositZeroAmount","errorWhenDepositZeroAmount()",""
"passed","Wed Oct 22 07:20:28 GMT 2025","Wed Oct 22 07:20:32 GMT 2025","4180","","tests.ui.iteration2.positive.TransferUiTest","","tests.ui.iteration2.positive.TransferUiTest","transferBetweenDifferentAccounts","transferBetweenDifferentAccounts()",""
"passed","Wed Oct 22 07:19:54 GMT 2025","Wed Oct 22 07:19:56 GMT 2025","1256","","tests.api.iteration2.positive.TransferTest","","tests.api.iteration2.positive.TransferTest","authUserCanTransferMoneyToAnotherUserAccount","Авторизованный пользователь может переводить деньги на счёт другого пользователя [2] 1.00",""
"passed","Wed Oct 22 07:20:00 GMT 2025","Wed Oct 22 07:20:00 GMT 2025","478","","tests.api.iteration2.positive.ChangeNameUserTest","","tests.api.iteration2.positive.ChangeNameUserTest","authUserCanUpdateOwnName","authUserCanUpdateOwnName(String) [1] Ivan Pavlov",""
"passed","Wed Oct 22 07:20:09 GMT 2025","Wed Oct 22 07:20:12 GMT 2025","2330","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositInvalidAmount","errorWhenDepositInvalidAmount()",""
"passed","Wed Oct 22 07:20:42 GMT 2025","Wed Oct 22 07:20:44 GMT 2025","1482","","tests.ui.iteration1.LoginUserUiTest","","tests.ui.iteration1.LoginUserUiTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 22 07:20:03 GMT 2025","Wed Oct 22 07:20:07 GMT 2025","3241","","tests.ui.iteration2.negative.DepositNegativeUiTest","","tests.ui.iteration2.negative.DepositNegativeUiTest","errorWhenDepositNegativeAmount","errorWhenDepositNegativeAmount()",""
"passed","Wed Oct 22 07:20:03 GMT 2025","Wed Oct 22 07:20:03 GMT 2025","116","","tests.api.iteration1.CreateUserTest","","tests.api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData","adminCanNotCreateUserWithInvalidData(String, String, UserRole, String, String[]) [4] abc$, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]",""
"passed","Wed Oct 22 07:19:49 GMT 2025","Wed Oct 22 07:19:50 GMT 2025","590","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","","tests.api.iteration2.negative.ChangeNameUserNegativeTest","authUserCanNotUpdateOwnNameWithInvalidData","authUserCanNotUpdateOwnNameWithInvalidData(String, String, String) [3] thisusernameiswaytoolong, name, Username must be between 3 and 15 characters",""
"passed","Wed Oct 22 07:19:52 GMT 2025","Wed Oct 22 07:19:52 GMT 2025","639","","tests.api.iteration2.negative.DepositNegativeTest","","tests.api.iteration2.negative.DepositNegativeTest","userCannotMakeZeroDeposit","userCannotMakeZeroDeposit()",""
